FIPS,POPCENSUS2010,POPESTIMATE2019,STATE,COUNTY
48411,6131,6055,Texas,San Saba County
48413,3461,2793,Texas,Schleicher County
48415,16921,16703,Texas,Scurry County
48417,3378,3265,Texas,Shackelford County
48419,25448,25274,Texas,Shelby County
48421,3034,3022,Texas,Sherman County
48423,209714,232751,Texas,Smith County
48425,8490,9128,Texas,Somervell County
48427,60968,64633,Texas,Starr County
48429,9630,9366,Texas,Stephens County
48431,1143,1291,Texas,Sterling County
48433,1490,1350,Texas,Stonewall County
48435,4128,3776,Texas,Sutton County
48437,7854,7397,Texas,Swisher County
48439,1809034,2102515,Texas,Tarrant County
48441,131506,138034,Texas,Taylor County
48443,984,776,Texas,Terrell County
48445,12651,12337,Texas,Terry County
48447,1641,1501,Texas,Throckmorton County
48449,32334,32750,Texas,Titus County
48451,110224,119200,Texas,Tom Green County
48453,1024266,1273954,Texas,Travis County
48455,14585,14651,Texas,Trinity County
48457,21766,21672,Texas,Tyler County
48459,39309,41753,Texas,Upshur County
48461,3355,3657,Texas,Upton County
48463,26405,26741,Texas,Uvalde County
48465,48879,49025,Texas,Val Verde County
48467,52579,56590,Texas,Van Zandt County
48469,86793,92084,Texas,Victoria County
48471,67861,72971,Texas,Walker County
48473,43205,55246,Texas,Waller County
48475,10658,11998,Texas,Ward County
48477,33718,35882,Texas,Washington County
48479,250304,276652,Texas,Webb County
48481,41280,41556,Texas,Wharton County
48483,5410,5056,Texas,Wheeler County
48485,131500,132230,Texas,Wichita County
48487,13535,12769,Texas,Wilbarger County
48489,22134,21358,Texas,Willacy County
48491,422679,590551,Texas,Williamson County
48493,42918,51070,Texas,Wilson County
48495,7110,8010,Texas,Winkler County
48497,59127,69984,Texas,Wise County
48499,41964,45539,Texas,Wood County
48501,7879,8713,Texas,Yoakum County
48503,18550,18010,Texas,Young County
48505,14018,14179,Texas,Zapata County
48507,11677,11840,Texas,Zavala County
49001,6629,6710,Utah,Beaver County
49003,49975,56046,Utah,Box Elder County
49005,112656,128289,Utah,Cache County
49007,21403,20463,Utah,Carbon County
49009,1059,950,Utah,Daggett County
49011,306479,355481,Utah,Davis County
49013,18607,19938,Utah,Duchesne County
49015,10976,10012,Utah,Emery County
49017,5172,5051,Utah,Garfield County
49019,9225,9754,Utah,Grand County
49021,46163,54839,Utah,Iron County
49023,10246,12017,Utah,Juab County
49025,7125,7886,Utah,Kane County
49027,12503,13188,Utah,Millard County
49029,9469,12124,Utah,Morgan County
49031,1556,1479,Utah,Piute County
49033,2264,2483,Utah,Rich County
49035,1029655,1160437,Utah,Salt Lake County
49037,14746,15308,Utah,San Juan County
49039,27822,30939,Utah,Sanpete County
49041,20802,21620,Utah,Sevier County
49043,36324,42145,Utah,Summit County
49045,58218,72259,Utah,Tooele County
49047,32588,35734,Utah,Uintah County
49049,516564,636235,Utah,Utah County
49051,23530,34091,Utah,Wasatch County
49053,138115,177556,Utah,Washington County
49055,2778,2711,Utah,Wayne County
49057,231236,260213,Utah,Weber County
50001,36821,36777,Vermont,Addison County
50003,37125,35470,Vermont,Bennington County
50005,31227,29993,Vermont,Caledonia County
50007,156545,163774,Vermont,Chittenden County
50009,6306,6163,Vermont,Essex County
50011,47746,49402,Vermont,Franklin County
50013,6970,7235,Vermont,Grand Isle County
50015,24475,25362,Vermont,Lamoille County
50017,28936,28892,Vermont,Orange County
50019,27231,27037,Vermont,Orleans County
50021,61642,58191,Vermont,Rutland County
50023,59534,58409,Vermont,Washington County
50025,44513,42222,Vermont,Windham County
50027,56670,55062,Vermont,Windsor County
51001,33164,32316,Virginia,Accomack County
51003,98970,109330,Virginia,Albemarle County
51005,16250,14860,Virginia,Alleghany County
51007,12690,13145,Virginia,Amelia County
51009,32353,31605,Virginia,Amherst County
51011,14973,15911,Virginia,Appomattox County
51013,207627,236842,Virginia,Arlington County
51015,73750,75558,Virginia,Augusta County
51017,4731,4147,Virginia,Bath County
51019,68676,78997,Virginia,Bedford County
51021,6824,6280,Virginia,Bland County
51023,33148,33419,Virginia,Botetourt County
51025,17434,16231,Virginia,Brunswick County
51027,24098,21004,Virginia,Buchanan County
51029,17146,17148,Virginia,Buckingham County
51031,54842,54885,Virginia,Campbell County
51033,28545,30725,Virginia,Caroline County
51035,30042,29791,Virginia,Carroll County
51036,7256,6963,Virginia,Charles City County
51037,12586,11880,Virginia,Charlotte County
51041,316236,352802,Virginia,Chesterfield County
51043,14034,14619,Virginia,Clarke County
51045,5190,5131,Virginia,Craig County
51047,46689,52605,Virginia,Culpeper County
51049,10052,9932,Virginia,Cumberland County
51051,15903,14318,Virginia,Dickenson County
51053,28001,28544,Virginia,Dinwiddie County
51057,11151,10953,Virginia,Essex County
51059,1081726,1147532,Virginia,Fairfax County
51061,65203,71222,Virginia,Fauquier County
51063,15279,15749,Virginia,Floyd County
51065,25691,27270,Virginia,Fluvanna County
51067,56159,56042,Virginia,Franklin County
51069,78305,89313,Virginia,Frederick County
51071,17286,16720,Virginia,Giles County
51073,36858,37348,Virginia,Gloucester County
51075,21717,23753,Virginia,Goochland County
51077,15533,15550,Virginia,Grayson County
51079,18403,19819,Virginia,Greene County
51081,12243,11336,Virginia,Greensville County
51083,36241,33911,Virginia,Halifax County
51085,99863,107766,Virginia,Hanover County
51087,306935,330818,Virginia,Henrico County
51089,54151,50557,Virginia,Henry County
51091,2321,2190,Virginia,Highland County
51093,35270,37109,Virginia,Isle of Wight County
51095,67009,76523,Virginia,James City County
51097,6945,7025,Virginia,King and Queen County
51099,23584,26836,Virginia,King George County
51101,15935,17148,Virginia,King William County
51103,11391,10603,Virginia,Lancaster County
51105,25587,23423,Virginia,Lee County
51107,312311,413538,Virginia,Loudoun County
51109,33153,37591,Virginia,Louisa County
51111,12914,12196,Virginia,Lunenburg County
51113,13308,13261,Virginia,Madison County
51115,8978,8834,Virginia,Mathews County
51117,32727,30587,Virginia,Mecklenburg County
51119,10959,10582,Virginia,Middlesex County
51121,94392,98535,Virginia,Montgomery County
51125,15020,14930,Virginia,Nelson County
51127,18429,23091,Virginia,New Kent County
51131,12389,11710,Virginia,Northampton County
51133,12330,12095,Virginia,Northumberland County
51135,15853,15232,Virginia,Nottoway County
51137,33481,37051,Virginia,Orange County
51139,24042,23902,Virginia,Page County
51141,18490,17608,Virginia,Patrick County
51143,63506,60354,Virginia,Pittsylvania County
51145,28046,29652,Virginia,Powhatan County
51147,23368,22802,Virginia,Prince Edward County
51149,35725,38353,Virginia,Prince George County
51153,402002,470335,Virginia,Prince William County
51155,34872,34027,Virginia,Pulaski County
51157,7373,7370,Virginia,Rappahannock County
51159,9254,9023,Virginia,Richmond County
51161,92376,94186,Virginia,Roanoke County
51163,22307,22573,Virginia,Rockbridge County
51165,76314,81948,Virginia,Rockingham County
51167,28897,26586,Virginia,Russell County
51169,23177,21566,Virginia,Scott County
51171,41993,43616,Virginia,Shenandoah County
51173,32208,30104,Virginia,Smyth County
51175,18570,17631,Virginia,Southampton County
51177,122397,136215,Virginia,Spotsylvania County
51179,128961,152882,Virginia,Stafford County
51181,7058,6422,Virginia,Surry County
51183,12087,11159,Virginia,Sussex County
51185,45078,40595,Virginia,Tazewell County
51187,37575,40164,Virginia,Warren County
51191,54876,53740,Virginia,Washington County
51193,17454,18015,Virginia,Westmoreland County
51195,41452,37383,Virginia,Wise County
51197,29235,28684,Virginia,Wythe County
51199,65464,68280,Virginia,York County
51510,139966,159428,Virginia,Alexandria city
51520,17835,16762,Virginia,Bristol city
51530,6650,6478,Virginia,Buena Vista city
51540,43475,47266,Virginia,Charlottesville city
51550,222209,244835,Virginia,Chesapeake city
51570,17411,17370,Virginia,Colonial Heights city
51580,5961,5538,Virginia,Covington city
51590,43055,40044,Virginia,Danville city
51595,5927,5346,Virginia,Emporia city
51600,22565,24019,Virginia,Fairfax city
51610,12332,14617,Virginia,Falls Church city
51620,8582,7967,Virginia,Franklin city
51630,24286,29036,Virginia,Fredericksburg city
51640,7042,6347,Virginia,Galax city
51650,137436,134510,Virginia,Hampton city
51660,48914,53016,Virginia,Harrisonburg city
51670,22591,22529,Virginia,Hopewell city
51678,7042,7446,Virginia,Lexington city
51680,75568,82168,Virginia,Lynchburg city
51683,37821,41085,Virginia,Manassas city
51685,14273,17478,Virginia,Manassas Park city
51690,13821,12554,Virginia,Martinsville city
51700,180719,179225,Virginia,Newport News city
51710,242803,242742,Virginia,Norfolk city
51720,3958,3981,Virginia,Norton city
51730,32420,31346,Virginia,Petersburg city
51735,12150,12271,Virginia,Poquoson city
51740,95535,94398,Virginia,Portsmouth city
51750,16408,18249,Virginia,Radford city
51760,204214,230436,Virginia,Richmond city
51770,97032,99143,Virginia,Roanoke city
51775,24802,25301,Virginia,Salem city
51790,23746,24932,Virginia,Staunton city
51800,84585,92108,Virginia,Suffolk city
51810,437994,449974,Virginia,Virginia Beach city
51820,21006,22630,Virginia,Waynesboro city
51830,14068,14954,Virginia,Williamsburg city
51840,26203,28078,Virginia,Winchester city
53001,18728,19983,Washington,Adams County
53003,21623,22582,Washington,Asotin County
53005,175177,204390,Washington,Benton County
53007,72453,77200,Washington,Chelan County
53009,71404,77331,Washington,Clallam County
53011,425363,488241,Washington,Clark County
53013,4078,3985,Washington,Columbia County
53015,102410,110593,Washington,Cowlitz County
53017,38431,43429,Washington,Douglas County
53019,7551,7627,Washington,Ferry County
53021,78163,95222,Washington,Franklin County
53023,2266,2225,Washington,Garfield County
53025,89120,97733,Washington,Grant County
53027,72797,75061,Washington,Grays Harbor County
53029,78506,85141,Washington,Island County
53031,29872,32221,Washington,Jefferson County
53033,1931249,2252782,Washington,King County
53035,251133,271473,Washington,Kitsap County
53037,40915,47935,Washington,Kittitas County
53039,20318,22425,Washington,Klickitat County
53041,75455,80707,Washington,Lewis County
53043,10570,10939,Washington,Lincoln County
53045,60699,66768,Washington,Mason County
53047,41120,42243,Washington,Okanogan County
53049,20920,22471,Washington,Pacific County
53051,13001,13724,Washington,Pend Oreille County
53053,795225,904980,Washington,Pierce County
53055,15769,17582,Washington,San Juan County
53057,116901,129205,Washington,Skagit County
53059,11066,12083,Washington,Skamania County
53061,713335,822083,Washington,Snohomish County
53063,471221,522798,Washington,Spokane County
53065,43531,45723,Washington,Stevens County
53067,252264,290536,Washington,Thurston County
53069,3978,4488,Washington,Wahkiakum County
53071,58781,60760,Washington,Walla Walla County
53073,201140,229247,Washington,Whatcom County
53075,44776,50104,Washington,Whitman County
53077,243231,250873,Washington,Yakima County
54001,16589,16441,West Virginia,Barbour County
54003,104169,119171,West Virginia,Berkeley County
54005,24629,21457,West Virginia,Boone County
54007,14523,13957,West Virginia,Braxton County
54009,24069,21939,West Virginia,Brooke County
54011,96319,91945,West Virginia,Cabell County
54013,7627,7109,West Virginia,Calhoun County
54015,9386,8508,West Virginia,Clay County
54017,8202,8448,West Virginia,Doddridge County
54019,46039,42406,West Virginia,Fayette County
54021,8693,7823,West Virginia,Gilmer County
54023,11937,11568,West Virginia,Grant County
54025,35480,34662,West Virginia,Greenbrier County
54027,23964,23175,West Virginia,Hampshire County
54029,30676,28810,West Virginia,Hancock County
54031,14025,13776,West Virginia,Hardy County
54033,69099,67256,West Virginia,Harrison County
54035,29211,28576,West Virginia,Jackson County
54037,53498,57146,West Virginia,Jefferson County
54039,193063,178124,West Virginia,Kanawha County
54041,16372,15907,West Virginia,Lewis County
54043,21720,20409,West Virginia,Lincoln County
54045,36743,32019,West Virginia,Logan County
54047,22113,17624,West Virginia,McDowell County
54049,56418,56072,West Virginia,Marion County
54051,33107,30531,West Virginia,Marshall County
54053,27324,26516,West Virginia,Mason County
54055,62264,58758,West Virginia,Mercer County
54057,28212,26868,West Virginia,Mineral County
54059,26839,23424,West Virginia,Mingo County
54061,96189,105612,West Virginia,Monongalia County
54063,13502,13275,West Virginia,Monroe County
54065,17541,17884,West Virginia,Morgan County
54067,26233,24496,West Virginia,Nicholas County
54069,44443,41411,West Virginia,Ohio County
54071,7695,6969,West Virginia,Pendleton County
54073,7605,7460,West Virginia,Pleasants County
54075,8719,8247,West Virginia,Pocahontas County
54077,33520,33432,West Virginia,Preston County
54079,55486,56450,West Virginia,Putnam County
54081,78859,73361,West Virginia,Raleigh County
54083,29405,28695,West Virginia,Randolph County
54085,10449,9554,West Virginia,Ritchie County
54087,14926,13688,West Virginia,Roane County
54089,13927,12573,West Virginia,Summers County
54091,16895,16695,West Virginia,Taylor County
54093,7141,6839,West Virginia,Tucker County
54095,9208,8591,West Virginia,Tyler County
54097,24254,24176,West Virginia,Upshur County
54099,42481,39402,West Virginia,Wayne County
54101,9154,8114,West Virginia,Webster County
54103,16583,15065,West Virginia,Wetzel County
54105,5717,5821,West Virginia,Wirt County
54107,86956,83518,West Virginia,Wood County
54109,23796,20394,West Virginia,Wyoming County
55001,20875,20220,Wisconsin,Adams County
55003,16157,15562,Wisconsin,Ashland County
55005,45870,45244,Wisconsin,Barron County
55007,15014,15036,Wisconsin,Bayfield County
55009,248007,264542,Wisconsin,Brown County
55011,13587,13031,Wisconsin,Buffalo County
55013,15457,15414,Wisconsin,Burnett County
55015,48971,50089,Wisconsin,Calumet County
55017,62415,64658,Wisconsin,Chippewa County
55019,34690,34774,Wisconsin,Clark County
55021,56833,57532,Wisconsin,Columbia County
55023,16644,16131,Wisconsin,Crawford County
55025,488073,546695,Wisconsin,Dane County
55027,88759,87839,Wisconsin,Dodge County
55029,27785,27668,Wisconsin,Door County
55031,44159,43150,Wisconsin,Douglas County
55033,43857,45368,Wisconsin,Dunn County
55035,98736,104646,Wisconsin,Eau Claire County
55037,4423,4295,Wisconsin,Florence County
55039,101633,103403,Wisconsin,Fond du Lac County
55041,9304,9004,Wisconsin,Forest County
55043,51208,51439,Wisconsin,Grant County
55045,36842,36960,Wisconsin,Green County
55047,19051,18913,Wisconsin,Green Lake County
55049,23687,23678,Wisconsin,Iowa County
55051,5916,5687,Wisconsin,Iron County
55053,20449,20643,Wisconsin,Jackson County
55055,83686,84769,Wisconsin,Jefferson County
55057,26664,26687,Wisconsin,Juneau County
55059,166426,169561,Wisconsin,Kenosha County
55061,20574,20434,Wisconsin,Kewaunee County
55063,114638,118016,Wisconsin,La Crosse County
55065,16836,16665,Wisconsin,Lafayette County
55067,19977,19189,Wisconsin,Langlade County
55069,28743,27593,Wisconsin,Lincoln County
55071,81442,78981,Wisconsin,Manitowoc County
55073,134063,135692,Wisconsin,Marathon County
55075,41749,40350,Wisconsin,Marinette County
55077,15404,15574,Wisconsin,Marquette County
55078,4232,4556,Wisconsin,Menominee County
55079,947735,945726,Wisconsin,Milwaukee County
55081,44673,46253,Wisconsin,Monroe County
55083,37660,37930,Wisconsin,Oconto County
55085,35998,35595,Wisconsin,Oneida County
55087,176695,187885,Wisconsin,Outagamie County
55089,86395,89221,Wisconsin,Ozaukee County
55091,7469,7287,Wisconsin,Pepin County
55093,41019,42754,Wisconsin,Pierce County
55095,44205,43783,Wisconsin,Polk County
55097,70019,70772,Wisconsin,Portage County
55099,14159,13351,Wisconsin,Price County
55101,195408,196311,Wisconsin,Racine County
55103,18021,17252,Wisconsin,Richland County
55105,160331,163354,Wisconsin,Rock County
55107,14755,14178,Wisconsin,Rusk County
55109,84345,90687,Wisconsin,St. Croix County
55111,61976,64442,Wisconsin,Sauk County
55113,16557,16558,Wisconsin,Sawyer County
55115,41949,40899,Wisconsin,Shawano County
55117,115507,115340,Wisconsin,Sheboygan County
55119,20689,20343,Wisconsin,Taylor County
55121,28816,29649,Wisconsin,Trempealeau County
55123,29773,30822,Wisconsin,Vernon County
55125,21430,22195,Wisconsin,Vilas County
55127,102228,103868,Wisconsin,Walworth County
55129,15911,15720,Wisconsin,Washburn County
55131,131887,136034,Wisconsin,Washington County
55133,389891,404198,Wisconsin,Waukesha County
55135,52410,50990,Wisconsin,Waupaca County
55137,24496,24443,Wisconsin,Waushara County
55139,166994,171907,Wisconsin,Winnebago County
55141,74749,72999,Wisconsin,Wood County
56001,36299,38880,Wyoming,Albany County
56003,11668,11790,Wyoming,Big Horn County
56005,46133,46341,Wyoming,Campbell County
56007,15885,14800,Wyoming,Carbon County
56009,13833,13822,Wyoming,Converse County
56011,7083,7584,Wyoming,Crook County
56013,40123,39261,Wyoming,Fremont County
56015,13249,13211,Wyoming,Goshen County
56017,4812,4413,Wyoming,Hot Springs County
56019,8569,8445,Wyoming,Johnson County
56021,91738,99500,Wyoming,Laramie County
56023,18106,19830,Wyoming,Lincoln County
56025,75450,79858,Wyoming,Natrona County
56027,2484,2356,Wyoming,Niobrara County
56029,28205,29194,Wyoming,Park County
56031,8667,8393,Wyoming,Platte County
56033,29116,30485,Wyoming,Sheridan County
56035,10247,9831,Wyoming,Sublette County
56037,43806,42343,Wyoming,Sweetwater County
56039,21294,23464,Wyoming,Teton County
56041,21118,20226,Wyoming,Uinta County
56043,8533,7805,Wyoming,Washakie County
56045,7208,6927,Wyoming,Weston County
